ID,Name,Grad,Schule,Unterschule,Kategorie,Beschreibung,Alchemist,Antipaladin,Barde,Druide,Hexe,Hexenmeister,Inquisitor,Kampfmagus,Magier,Kleriker,Mystiker,Paktmagier,Paladin,Waldläufer,Blutwüter,Schamane,Jäger,Regelwerk,Seite
641,"<a href=""http://prd.5footstep.de/Permalink?page_id=641"" target=""_blank"">Des Magiers Treuer Hund</a>","Paktmagier 4,Hexenmeister/Magier 5",Beschwörung,Erschaffung,,"Phantomhund, der angreifen und bewachen kann.",,,,,,5,,,5,,,4,,,,,,Grundregelwerk,259
642,"<a href=""http://prd.5footstep.de/Permalink?page_id=642"" target=""_blank"">Diktum</a>","Inquisitor 6,Kleriker 7",Hervorrufung,,"Schall,Ordnung","Töte, lähmt, verlangsamt oder macht nicht rechtschaffene Kreaturen taub.",,,,,,,6,,,7,,,,,,,,Grundregelwerk,259
643,"<a href=""http://prd.5footstep.de/Permalink?page_id=643"" target=""_blank"">Dimensionsanker</a>","Kleriker 4,Hexenmeister/Magier 4,Inquisitor 3,Paktmagier 3",Bannzauber,,,Verhindert außerdimensionale Bewegungen.,,,,,,4,3,,4,4,,3,,,,,,Grundregelwerk,259
644,"<a href=""http://prd.5footstep.de/Permalink?page_id=644"" target=""_blank"">Dimensionsschloss</a>","Hexenmeister/Magier 8,Paktmagier 6,Kleriker 8",Bannzauber,,,Teleportation und Dimensionsreisen werden für 1 Tag/Stufe blockiert.,,,,,,8,,,8,8,,6,,,,,,Grundregelwerk,259
646,"<a href=""http://prd.5footstep.de/Permalink?page_id=646"" target=""_blank"">Dimensionstür</a>","Paktmagier 3,Kampfmagus 4,Hexenmeister/Magier 4,Barde 4,Hexe 4",Beschwörung,Teleportation,,Teleportiert dich über kurze Entfernungen.,,,4,,4,4,,4,4,,,3,,,,,,Grundregelwerk,260
647,"<a href=""http://prd.5footstep.de/Permalink?page_id=647"" target=""_blank"">Dornenwand</a>","Jäger 5,Druide 5,Schamane 5",Beschwörung,Erschaffung,,"Dornen schaden jedem, der versucht, die Wand zu durchdringen.",,,,5,,,,,,,,,,,,5,5,Grundregelwerk,260
648,"<a href=""http://prd.5footstep.de/Permalink?page_id=648"" target=""_blank"">Dornenwuchs</a>","Jäger 3,Druide 3,Waldläufer 2",Verwandlung,,,Kreaturen in dem Bereich erleiden 1W4 Schaden und können verlangsamt werden.,,,,3,,,,,,,,,,2,,,3,Grundregelwerk,260
649,"<a href=""http://prd.5footstep.de/Permalink?page_id=649"" target=""_blank"">Dürre</a>","Hexenmeister/Magier 5,Schamane 5,Jäger 4,Hexe 5,Druide 4",Nekromantie,,,Lässt eine Pflanze verdorren oder verursacht 1W6 Schaden/Stufe bei einer Pflanzenkreatur.,,,,4,5,5,,,5,,,,,,,5,4,Grundregelwerk,261
650,"<a href=""http://prd.5footstep.de/Permalink?page_id=650"" target=""_blank"">Dunkelheit</a>","Kampfmagus 2,Antipaladin 2,Hexenmeister/Magier 2,Barde 2,Schamane 2,Kleriker 2",Hervorrufung,,Dunkelheit,Übernatürliche Schatten in einem Radius von 6m.,,2,2,,,2,,2,2,2,,,,,,2,,Grundregelwerk,261
651,"<a href=""http://prd.5footstep.de/Permalink?page_id=651"" target=""_blank"">Dunkelsicht</a>","Antipaladin 2,Hexenmeister/Magier 2,Jäger 3,Alchemist 2,Waldläufer 3",Verwandlung,,,Du kannst in absoluter Dunkelheit 18m weit sehen.,2,2,,,,2,,,2,,,,,3,,,3,Grundregelwerk,262
652,"<a href=""http://prd.5footstep.de/Permalink?page_id=652"" target=""_blank"">Ebenenwechsel</a>","Kleriker 5,Hexenmeister/Magier 7,Schamane 7,Hexe 7,Paktmagier 5",Beschwörung,Teleportation,,Bis zu acht Ziele reisen auf eine andere Ebene.,,,,,7,7,,,7,5,,5,,,,7,,Grundregelwerk,262
653,"<a href=""http://prd.5footstep.de/Permalink?page_id=653"" target=""_blank"">Eigenständiges Trugbild</a>","Barde 5,Hexenmeister/Magier 5",Illusion,Einbildung,,"Wie Mächtiges Trugbild, erfordert aber keine Konzentration.",,,5,,,5,,,5,,,,,,,,,Grundregelwerk,262
654,"<a href=""http://prd.5footstep.de/Permalink?page_id=654"" target=""_blank"">Einfaches Trugbild</a>","Hexenmeister/Magier 2,Barde 2,Kampfmagus 2",Illusion,Einbildung,,"Wie Stilles Trugbild, auch mit Geräuschen.",,,2,,,2,,2,2,,,,,,,,,Grundregelwerk,263
655,"<a href=""http://prd.5footstep.de/Permalink?page_id=655"" target=""_blank"">Einflüsterung</a>","Hexenmeister/Magier 3,Barde 2,Hexe 3",Verzauberung,Zwang,"Geistesbeeinflussung,Sprachabhängig","Bringt ein Ziel dazu, eine vorgeschlagene Handlung auszuführen.",,,2,,3,3,,,3,,,,,,,,,Grundregelwerk,263
656,"<a href=""http://prd.5footstep.de/Permalink?page_id=656"" target=""_blank"">Masseneinflüsterung</a>","Hexenmeister/Magier 6,Barde 5,Hexe 6",Verzauberung,Zwang,"Geistesbeeinflussung,Sprachabhängig","Wie Einflüsterung, plus ein Ziel/Stufe.",,,5,,6,6,,,6,,,,,,,,,Grundregelwerk,263
657,"<a href=""http://prd.5footstep.de/Permalink?page_id=657"" target=""_blank"">Einkerkerung</a>",Hexenmeister/Magier 9,Bannzauber,,,Kerkert Ziel unter der Erde ein.,,,,,,9,,,9,,,,,,,,,Grundregelwerk,263
658,"<a href=""http://prd.5footstep.de/Permalink?page_id=658"" target=""_blank"">Einswerden mit der Natur</a>","Schamane 5,Jäger 5,Druide 5,Waldläufer 4",Erkenntnis,,,"Du lernst das Gelände innerhalb von 1,5km/Stufe kennen.",,,,5,,,,,,,,,,4,,5,5,Grundregelwerk,263
659,"<a href=""http://prd.5footstep.de/Permalink?page_id=659"" target=""_blank"">Eisenholz</a>","Druide 6,Jäger 6",Verwandlung,,,"Magisches Holz, das so stark wie Stahl ist.",,,,6,,,,,,,,,,,,,6,Grundregelwerk,263
660,"<a href=""http://prd.5footstep.de/Permalink?page_id=660"" target=""_blank"">Eisenwand</a>","Hexenmeister/Magier 6,Elementarmagier (Erde) 6,Paktmagier 5,Kampfmagus 6",Beschwörung,Erschaffung,,"&lt;sup&gt;M&lt;/sup&gt;30 TP/4 Stufen, kann auch auf Feinde fallen.",,,,,,6,,6,6,,,5,,,,,,Grundregelwerk,263
661,"<a href=""http://prd.5footstep.de/Permalink?page_id=661"" target=""_blank"">Eiserner Körper</a>","Hexenmeister/Magier 8,Elementarmagier (Erde) 8",Verwandlung,,,Dein Körper verwandelt sich in lebendes Eisen.,,,,,,8,,,8,,,,,,,,,Grundregelwerk,264
662,"<a href=""http://prd.5footstep.de/Permalink?page_id=662"" target=""_blank"">Eissturm</a>","Schamane 4,Kampfmagus 4,Jäger 4,Hexenmeister/Magier 4,Elementarmagier (Wasser) 4,Hexe 4,Blutwüter 4,Druide 4",Hervorrufung,,Kälte,Hagel verursacht in einem Zylinder von 12m Durchmesser 5W6 Schaden.,,,,4,4,4,,4,4,,,,,,4,4,4,Grundregelwerk,264
663,"<a href=""http://prd.5footstep.de/Permalink?page_id=663"" target=""_blank"">Eiswand</a>","Hexenmeister/Magier 4,Elementarmagier (Wasser) 4,Blutwüter 4,Paktmagier 3,Kampfmagus 4",Hervorrufung,,Kälte,Erschafft eine Mauer oder Halbkugel aus Eis.,,,,,,4,,4,4,,,3,,,4,,,Grundregelwerk,264
665,"<a href=""http://prd.5footstep.de/Permalink?page_id=665"" target=""_blank"">Elementargestalt I</a>","Hexenmeister/Magier 4,Elementarmagier (Allgemein) 4,Blutwüter 4,Alchemist 4,Kampfmagus 4",Verwandlung,Gestaltwechsel,,Du nimmst die Gestalt eines kleinen Elementars an.,4,,,,,4,,4,4,,,,,,4,,,Grundregelwerk,265
666,"<a href=""http://prd.5footstep.de/Permalink?page_id=666"" target=""_blank"">Elementargestalt II</a>","Hexenmeister/Magier 5,Elementarmagier (Allgemein) 5,Alchemist 5,Kampfmagus 5",Verwandlung,Gestaltwechsel,,Du kannst die Gestalt eines mittelgroßen Elementars annehmen.,5,,,,,5,,5,5,,,,,,,,,Grundregelwerk,265
667,"<a href=""http://prd.5footstep.de/Permalink?page_id=667"" target=""_blank"">Elementargestalt III</a>","Hexenmeister/Magier 6,Elementarmagier (Allgemein) 6,Alchemist 6,Kampfmagus 6",Verwandlung,Gestaltwechsel,,Du kannst dich in einen großen Elementar verwandeln.,6,,,,,6,,6,6,,,,,,,,,Grundregelwerk,265
668,"<a href=""http://prd.5footstep.de/Permalink?page_id=668"" target=""_blank"">Elementargestalt IV</a>","Hexenmeister/Magier 7,Elementarmagier (Allgemein) 7",Verwandlung,Gestaltwechsel,,Du kannst dich in einen riesigen Elementar verwandeln.,,,,,,7,,,7,,,,,,,,,Grundregelwerk,269
669,"<a href=""http://prd.5footstep.de/Permalink?page_id=669"" target=""_blank"">Elementarhorde</a>","Schamane 9,Hexe 9,Druide 9",Beschwörung,Herbeizauberung,,Beschwört verschiedene Elementare.,,,,9,9,,,,,,,,,,,9,,Grundregelwerk,265
670,"<a href=""http://prd.5footstep.de/Permalink?page_id=670"" target=""_blank"">Elementen trotzen</a>","Hexenmeister/Magier 1,Druide 1,Blutwüter 1,Alchemist 1,Schamane 1,Waldläufer 1,Jäger 1,Paktmagier 1,Paladin 1,Kleriker 1",Bannzauber,,,Du kannst problemlos in heißen oder kalten Umgebungen überleben.,1,,,1,,1,,,1,1,,1,1,1,1,1,1,Grundregelwerk,266
671,"<a href=""http://prd.5footstep.de/Permalink?page_id=671"" target=""_blank"">Energiekäfig</a>",Hexenmeister/Magier 7,Hervorrufung,,Energie,"&lt;sup&gt;M&lt;/sup&gt;Energiekäfig oder -würfel, der alle darin gefangen hält.",,,,,,7,,,7,,,,,,,,,Grundregelwerk,266
672,"<a href=""http://prd.5footstep.de/Permalink?page_id=672"" target=""_blank"">Energien widerstehen</a>","Hexenmeister/Magier 2,Druide 2,Elementarmagier (Allgemein) 2,Alchemist 2,Blutwüter 2,Waldläufer 1,Schamane 2,Paktmagier 2,Paladin 2,Jäger 1,Kleriker 2",Bannzauber,,,Du kannst 10 (oder mehr) Schadenspunkte/Angriff durch eine Art von Energie ignorieren.,2,,,2,,2,,,2,2,,2,2,1,2,2,1,Grundregelwerk,266
673,"<a href=""http://prd.5footstep.de/Permalink?page_id=673"" target=""_blank"">Energiewand</a>","Kampfmagus 5,Hexenmeister/Magier 5",Hervorrufung,,Energie,Wand ist immun gegen Schaden.,,,,,,5,,5,5,,,,,,,,,Grundregelwerk,266
674,"<a href=""http://prd.5footstep.de/Permalink?page_id=674"" target=""_blank"">Entkräftender Strahl</a>","Hexenmeister/Magier 3,Blutwüter 3,Hexe 3,Kampfmagus 3",Nekromantie,,,Strahl entkräftet Ziel.,,,,,3,3,,3,3,,,,,,3,,,Grundregelwerk,267
675,"<a href=""http://prd.5footstep.de/Permalink?page_id=675"" target=""_blank"">Entkräftung</a>","Blutwüter 4,Hexe 4,Hexenmeister/Magier 4",Nekromantie,,,Ziel erhält 1W4 negative Stufen.,,,,,4,4,,,4,,,,,,4,,,Grundregelwerk,267
676,"<a href=""http://prd.5footstep.de/Permalink?page_id=676"" target=""_blank"">Entropieschild</a>",Kleriker 1,Bannzauber,,,Fernkampfangriffe gegen dich haben eine Fehlschlagchance von 20%.,,,,,,,,,,1,,,,,,,,Grundregelwerk,267
677,"<a href=""http://prd.5footstep.de/Permalink?page_id=677"" target=""_blank"">Entweihen</a>","Druide 5,Jäger 5,Inquisitor 5,Kleriker 5",Hervorrufung,,Böses,&lt;sup&gt;M&lt;/sup&gt;Macht einen Ort unheilig.,,,,5,,,5,,,5,,,,,,,5,Grundregelwerk,267
678,"<a href=""http://prd.5footstep.de/Permalink?page_id=678"" target=""_blank"">Entzug von Lebenskraft</a>","Schamane 9,Kleriker 9,Hexenmeister/Magier 9",Nekromantie,,,Ziel erhält 2W4 negative Stufen.,,,,,,9,,,9,9,,,,,,9,,Grundregelwerk,267
679,"<a href=""http://prd.5footstep.de/Permalink?page_id=679"" target=""_blank"">Erdbeben</a>","Schamane 8,Kleriker 8,Druide 8",Hervorrufung,,Erde,Ein Bereich mit einem Radius von 24m wird von schweren Beben erschüttert.,,,,8,,,,,,8,,,,,,8,,Grundregelwerk,268
680,"<a href=""http://prd.5footstep.de/Permalink?page_id=680"" target=""_blank"">Erde bewegen</a>","Elementarmagier (Erde) 6,Jäger 6,Druide 6,Hexenmeister/Magier 6",Verwandlung,,Erde,Erschafft Gräben und Hügel.,,,,6,,6,,,6,,,,,,,,6,Grundregelwerk,268
681,"<a href=""http://prd.5footstep.de/Permalink?page_id=681"" target=""_blank"">Erde und Gestein erweichen</a>","Druide 2,Jäger 2",Verwandlung,,Erde,Verwandelt Stein in Lehm oder Erde in Sand oder Schlamm.,,,,2,,,,,,,,,,,,,2,Grundregelwerk,268
682,"<a href=""http://prd.5footstep.de/Permalink?page_id=682"" target=""_blank"">Erinnerung verändern</a>",Barde 4,Verzauberung,Zwang,Geistesbeeinflussung,Verändert 5 Minuten in der Erinnerung des Opfers.,,,4,,,,,,,,,,,,,,,Grundregelwerk,269
683,"<a href=""http://prd.5footstep.de/Permalink?page_id=683"" target=""_blank"">Erschöpfende Berührung</a>","Schamane 0,Hexe 0,Hexenmeister/Magier 0",Nekromantie,,,Berührungsangriff erschöpft Ziel.,,,,,0,0,,,0,,,,,,,0,,Grundregelwerk,269
684,"<a href=""http://prd.5footstep.de/Permalink?page_id=684"" target=""_blank"">Erschrecken</a>","Antipaladin 2,Hexenmeister/Magier 2,Schamane 2,Barde 2,Hexe 2",Nekromantie,,"Gefühl,Geistesbeeinflussung,Furcht",Versetzt Kreaturen mit weniger als 6 TW in Panik.,,2,2,,2,2,,,2,,,,,,,2,,Grundregelwerk,269
685,"<a href=""http://prd.5footstep.de/Permalink?page_id=685"" target=""_blank"">Erwecken</a>","Jäger 5,Druide 5,Schamane 6",Verwandlung,,,&lt;sup&gt;M&lt;/sup&gt;Tier oder Baum erhält menschliches Bewusstsein.,,,,5,,,,,,,,,,,,6,5,Grundregelwerk,269
686,"<a href=""http://prd.5footstep.de/Permalink?page_id=686"" target=""_blank"">Erzählende Steine</a>","Jäger 6,Druide 6,Schamane 7",Erkenntnis,,,Du kannst mit natürlichem oder bearbeitetem Stein sprechen.,,,,6,,,,,,,,,,,,7,6,Grundregelwerk,269
687,"<a href=""http://prd.5footstep.de/Permalink?page_id=687"" target=""_blank"">Explosive Runen</a>",Hexenmeister/Magier 3,Bannzauber,,Energie,"Verursachen 6W6 Schaden, wenn sie gelesen werden.",,,,,,3,,,3,,,,,,,,,Grundregelwerk,270
688,"<a href=""http://prd.5footstep.de/Permalink?page_id=688"" target=""_blank"">Fallen finden</a>","Kleriker 2,Hexe 2,Inquisitor 2",Erkenntnis,,,Du kannst Fallen finden wie ein Schurke.,,,,,2,,2,,,2,,,,,,,,Grundregelwerk,270
689,"<a href=""http://prd.5footstep.de/Permalink?page_id=689"" target=""_blank"">Falsche Erkenntnis</a>","Barde 5,Hexenmeister/Magier 5",Illusion,Fehlgefühl,,&lt;sup&gt;M&lt;/sup&gt;Täuscht Ausspähungen mit einer Illusion.,,,5,,,5,,,5,,,,,,,,,Grundregelwerk,270
690,"<a href=""http://prd.5footstep.de/Permalink?page_id=690"" target=""_blank"">Falsches Leben</a>","Hexenmeister/Magier 2,Blutwüter 2,Schamane 2,Hexe 2,Alchemist 2",Nekromantie,,,Du erhältst 1W10 temporäre TP +1/Stufe (max. +10).,2,,,,2,2,,,2,,,,,,2,2,,Grundregelwerk,270
691,"<a href=""http://prd.5footstep.de/Permalink?page_id=691"" target=""_blank"">Federfall</a>","Kampfmagus 1,Hexenmeister/Magier 1,Elementarmagier (Luft) 1,Barde 1,Blutwüter 1,Paktmagier 1",Verwandlung,,,Gegenstände und Kreaturen fallen langsam.,,,1,,,1,,1,1,,,1,,,1,,,Grundregelwerk,270
692,"<a href=""http://prd.5footstep.de/Permalink?page_id=692"" target=""_blank"">Feenfeuer</a>","Druide 1,Jäger 1",Hervorrufung,,Licht,"Erhellt die Umrisse eines Ziels und beendet Verschwimmen, Tarnung und ähnliche Effekte.",,,,1,,,,,,,,,,,,,1,Grundregelwerk,270
693,"<a href=""http://prd.5footstep.de/Permalink?page_id=693"" target=""_blank"">Fels zu Schlamm verwandeln</a>","Elementarmagier (Erde) 5,Jäger 5,Druide 5,Hexenmeister/Magier 5",Verwandlung,,Erde,Verwandelt zwei Würfel/Stufe mit jeweils 3m Kantenlänge.,,,,5,,5,,,5,,,,,,,,5,Grundregelwerk,271
694,"<a href=""http://prd.5footstep.de/Permalink?page_id=694"" target=""_blank"">Fesseln</a>","Schamane 2,Barde 2,Hexe 2,Inquisitor 2,Kleriker 2",Verzauberung,Bezauberung,"Schall,Sprachabhängig,Geistesbeeinflussung",Fesselt die Aufmerksamkeit aller innerhalb von 30 m + 3 m/Stufe.,,,2,,2,,2,,,2,,,,,,2,,Grundregelwerk,271
695,"<a href=""http://prd.5footstep.de/Permalink?page_id=695"" target=""_blank"">Feste Hoffnung</a>",Barde 3,Verzauberung,Zwang,"Gefühl,Geistesbeeinflussung","Ziel erhält +2 auf Angriffs-, Schadens-, Rettungs- und Fertigkeitswürfe.",,,3,,,,,,,,,,,,,,,Grundregelwerk,271
696,"<a href=""http://prd.5footstep.de/Permalink?page_id=696"" target=""_blank"">Fester Nebel</a>","Schamane 4,Hexe 4,Kampfmagus 4,Hexenmeister/Magier 4,Elementarmagier (Wasser) 4",Beschwörung,Erschaffung,,Behindert die Sicht und verlangsamt Bewegungen.,,,,,4,4,,4,4,,,,,,,4,,Grundregelwerk,271
697,"<a href=""http://prd.5footstep.de/Permalink?page_id=697"" target=""_blank"">Feuerball</a>","Kampfmagus 3,Hexenmeister/Magier 3,Elementarmagier (Feuer) 3,Blutwüter 3",Hervorrufung,,Feuer,"1W6 Schaden pro Stufe, 6m Radius.",,,,,,3,,3,3,,,,,,3,,,Grundregelwerk,272
698,"<a href=""http://prd.5footstep.de/Permalink?page_id=698"" target=""_blank"">Feuerfalle</a>","Druide 2,Hexenmeister/Magier 4,Elementarmagier (Feuer) 4,Jäger 2",Bannzauber,,Feuer,&lt;sup&gt;M&lt;/sup&gt;Geöffneter Gegenstand verursacht 1W4 Schaden +1/Stufe.,,,,2,,4,,,4,,,,,,,,2,Grundregelwerk,272
699,"<a href=""http://prd.5footstep.de/Permalink?page_id=699"" target=""_blank"">Feuer löschen</a>","Druide 3,Jäger 3",Verwandlung,,,Löscht Feuer.,,,,3,,,,,,,,,,,,,3,Grundregelwerk,272
700,"<a href=""http://prd.5footstep.de/Permalink?page_id=700"" target=""_blank"">Feuersaat</a>","Druide 6,Schamane 6,Jäger 6",Beschwörung,Erschaffung,Feuer,Eicheln und Beeren werden zu Granaten und Bomben.,,,,6,,,,,,,,,,,,6,6,Grundregelwerk,272
701,"<a href=""http://prd.5footstep.de/Permalink?page_id=701"" target=""_blank"">Feuerschild</a>","Elementarmagier (Feuer) 4,Paktmagier 3,Blutwüter 4,Alchemist 4,Kampfmagus 4,Hexenmeister/Magier 4",Hervorrufung,,"Feuer,Kälte","Kreaturen, die dich angreifen, erleiden Feuerschaden; du bist vor Hitze oder Kälte geschützt.",4,,,,,4,,4,4,,,3,,,4,,,Grundregelwerk,273
702,"<a href=""http://prd.5footstep.de/Permalink?page_id=702"" target=""_blank"">Feuersturm</a>","Kleriker 8,Druide 7,Schamane 8",Hervorrufung,,Feuer,Verursacht 1W6/Stufe Feuerschaden.,,,,7,,,,,,8,,,,,,8,,Grundregelwerk,273
703,"<a href=""http://prd.5footstep.de/Permalink?page_id=703"" target=""_blank"">Feuerwand</a>","Elementarmagier (Feuer) 4,Paktmagier 3,Blutwüter 4,Druide 5,Schamane 5,Kampfmagus 4,Jäger 5,Hexenmeister/Magier 4",Hervorrufung,,Feuer,Verursacht innerhalb von 3m 2W4 Feuerschaden und 1W4 innerhalb von 6m. Das Durchdringen der Wand verursacht 2W6 Schaden +1/Stufe.,,,,5,,4,,4,4,,,3,,,4,5,5,Grundregelwerk,273
704,"<a href=""http://prd.5footstep.de/Permalink?page_id=704"" target=""_blank"">Feuerwerk</a>","Blutwüter 2,Barde 2,Kampfmagus 2,Hexenmeister/Magier 2,Elementarmagier (Feuer) 2",Verwandlung,,,Verwandelt Feuer in blendendes Licht oder erstickenden Rauch.,,,2,,,2,,2,2,,,,,,2,,,Grundregelwerk,273
705,"<a href=""http://prd.5footstep.de/Permalink?page_id=705"" target=""_blank"">Finger des Todes</a>","Druide 8,Hexenmeister/Magier 7",Nekromantie,,Tod,Verursacht bei einem Ziel 10 SP/Stufe.,,,,8,,7,,,7,,,,,,,,,Grundregelwerk,274
706,"<a href=""http://prd.5footstep.de/Permalink?page_id=706"" target=""_blank"">Flammende Wolke</a>","Paktmagier 6,Hexenmeister/Magier 8,Elementarmagier (Feuer) 8",Beschwörung,Erschaffung,Feuer,Wolke verursacht 6W6 Feuerschaden pro Runde.,,,,,,8,,,8,,,6,,,,,,Grundregelwerk,274
707,"<a href=""http://prd.5footstep.de/Permalink?page_id=707"" target=""_blank"">Flammen erzeugen</a>","Druide 1,Schamane 1,Jäger 1",Hervorrufung,,Feuer,"1W6 Schaden +1/Stufe, Berührung oder Werfen.",,,,1,,,,,,,,,,,,1,1,Grundregelwerk,274
708,"<a href=""http://prd.5footstep.de/Permalink?page_id=708"" target=""_blank"">Flammenklinge</a>","Druide 2,Schamane 2,Jäger 2",Hervorrufung,,Feuer,Berührungsangriff verursacht 1W8 +1/2 Stufen Schaden.,,,,2,,,,,,,,,,,,2,2,Grundregelwerk,274
709,"<a href=""http://prd.5footstep.de/Permalink?page_id=709"" target=""_blank"">Flammenkugel</a>","Blutwüter 2,Druide 2,Jäger 2,Kampfmagus 2,Hexenmeister/Magier 2,Elementarmagier (Feuer) 2",Hervorrufung,,Feuer,"Erschafft eine rollende Feuerkugel, 3W6 Feuerschaden.",,,,2,,2,,2,2,,,,,,2,,2,Grundregelwerk,274
710,"<a href=""http://prd.5footstep.de/Permalink?page_id=710"" target=""_blank"">Flammenpfeil</a>","Kampfmagus 3,Hexenmeister/Magier 3,Elementarmagier (Feuer) 3,Blutwüter 3",Verwandlung,,Feuer,Pfeil verursacht +1W6 Feuerschaden.,,,,,,3,,3,3,,,,,,3,,,Grundregelwerk,275
711,"<a href=""http://prd.5footstep.de/Permalink?page_id=711"" target=""_blank"">Flammenschlag</a>","Jäger 4,Inquisitor 5,Kleriker 5,Druide 4,Schamane 5",Hervorrufung,,Feuer,Streckt Feinde mit heiligem Feuer nieder (1W6/Stufe Schaden).,,,,4,,,5,,,5,,,,,,5,4,Grundregelwerk,275
712,"<a href=""http://prd.5footstep.de/Permalink?page_id=712"" target=""_blank"">Fleisch zu Stein</a>","Schamane 6,Hexe 6,Kampfmagus 6,Hexenmeister/Magier 6,Elementarmagier (Erde) 6",Verwandlung,,,Verwandelt Ziel in eine Statue.,,,,,6,6,,6,6,,,,,,,6,,Grundregelwerk,275
713,"<a href=""http://prd.5footstep.de/Permalink?page_id=713"" target=""_blank"">Fliegen</a>","Hexenmeister/Magier 3,Hexe 3,Elementarmagier (Luft) 3,Paktmagier 3,Blutwüter 3,Alchemist 3,Schamane 3,Kampfmagus 3",Verwandlung,,,Ziel kann mit einer Bewegungsrate von 18m fliegen.,3,,,,3,3,,3,3,,,3,,,3,3,,Grundregelwerk,276
714,"<a href=""http://prd.5footstep.de/Permalink?page_id=714"" target=""_blank"">Flimmern</a>","Barde 3,Kampfmagus 3,Hexenmeister/Magier 3",Verwandlung,,,Du verschwindest und erscheinst 1 Runde / Stufe lang zufällig.,,,3,,,3,,3,3,,,,,,,,,Grundregelwerk,276
715,"<a href=""http://prd.5footstep.de/Permalink?page_id=715"" target=""_blank"">Fluch brechen</a>","Alchemist 3,Barde 3,Paladin 3,Hexe 3,Hexenmeister/Magier 4,Inquisitor 3,Schamane 3,Kleriker 3",Bannzauber,,,Befreit eine Kreatur oder einen Gegenstand von einem Fluch.,3,,3,,3,4,3,,4,3,,,3,,,3,,Grundregelwerk,276
716,"<a href=""http://prd.5footstep.de/Permalink?page_id=716"" target=""_blank"">Fluch</a>","Blutwüter 4,Hexe 3,Schamane 3,Kleriker 3,Antipaladin 3,Hexenmeister/Magier 4",Nekromantie,,Fluch,"-6 auf Attributswert; -4 auf Angriffs-, Rettungs- und Fertigkeitswürfe; oder 50% Chance bei jeder Aktion, diese zu verlieren.",,3,,,3,4,,,4,3,,,,,4,3,,Grundregelwerk,276
717,"<a href=""http://prd.5footstep.de/Permalink?page_id=717"" target=""_blank"">Fortschicken</a>","Schamane 4,Inquisitor 4,Paktmagier 4,Kleriker 4,Hexenmeister/Magier 5",Bannzauber,,,"Zwingt eine Kreatur dazu, auf ihre Heimatebene zurückzukehren.",,,,,,5,4,,5,4,,4,,,,4,,Grundregelwerk,277
718,"<a href=""http://prd.5footstep.de/Permalink?page_id=718"" target=""_blank"">Frostsphäre</a>","Kampfmagus 6,Hexenmeister/Magier 6,Elementarmagier (Wasser) 6",Hervorrufung,,Kälte,Lässt Wasser gefrieren oder verursacht Kälteschaden.,,,,,,6,,6,6,,,,,,,,,Grundregelwerk,277
719,"<a href=""http://prd.5footstep.de/Permalink?page_id=719"" target=""_blank"">Furcht</a>","Hexenmeister/Magier 4,Barde 3,Blutwüter 4,Hexe 4,Schamane 4,Inquisitor 4,Antipaladin 4",Nekromantie,,"Furcht,Gefühl,Geistesbeeinflussung",Ziele innerhalb des Kegels fliehen 1 Runde/Stufe.,,4,3,,4,4,4,,4,,,,,,4,4,,Grundregelwerk,277
720,"<a href=""http://prd.5footstep.de/Permalink?page_id=720"" target=""_blank"">Furcht auslösen</a>","Antipaladin 1,Barde 1,Hexenmeister/Magier 1,Hexe 1,Blutwüter 1,Inquisitor 1,Schamane 1,Kleriker 1",Nekromantie,,"Furcht,Gefühl,Geistesbeeinflussung",Eine Kreatur mit 5 oder weniger TW flieht 1W4 Runden lang.,,1,1,,1,1,1,,1,1,,,,,1,1,,Grundregelwerk,277
721,"<a href=""http://prd.5footstep.de/Permalink?page_id=721"" target=""_blank"">Furcht bannen</a>","Barde 1,Inquisitor 1,Kleriker 1,Schamane 1",Bannzauber,,,Unterdrückt Furcht oder verleiht einem Ziel + einem weiteren/4 Stufen +4 auf Rettungswürfe gegen Furcht.,,,1,,,,1,,,1,,,,,,1,,Grundregelwerk,277
